content,label,type,content_without_emojis,content_preprocessed
"trop tôt pour savoir si le produit est efficace, mais clairement la promesse gustative n'est pas au rendez-vous.",neg,commentaire,"trop tôt pour savoir si le produit est efficace, mais clairement la promesse gustative n'est pas au rendez-vous.","['trop', 'tôt', 'savoir', 'produit', 'efficace', 'clairement', 'promesse', 'gustatif', 'nest', 'rendezvou']"
"bonjour, très déçue de cette marque. en effet mon four rosières acheté en octobre 2020 ( modèle rfs82rtin/1) est déjà tombé en panne 4 fois et ce seulement 1 mois après son achat. après 3 réparations, je m'interrogeais sur la fiabilité de leurs appareils et m'étais posé la question de que se passera t-il quand il tombera en panne après garantie ? on m'a à l'époque rassuré en me disant que 6 mois après la garantie cela fonctionnerait toujours et à ce jour une nouvelle panne ( oh surprise ! ) j'ai donc contacté le sav qui me dit que mon appareil n'est plus sous garantie et me communique le n° de tél d'un réparateur à mes frais ou une extension de garantie également à mes frais. est-ce une plaisanterie ? pour un appareil déjà réparé 3 fois et pour lequel j'avais demandé un échange que l'on m'a refusé ( car je le répète en panne 1 mois après achat ).je dois vous dire que je ne suis pas prête de recommander cette marque qui a perdu de sa qualité et de son suivi.",neg,commentaire,"bonjour, très déçue de cette marque. en effet mon four rosières acheté en octobre 2020 ( modèle rfs82rtin/1) est déjà tombé en panne 4 fois et ce seulement 1 mois après son achat. après 3 réparations, je m'interrogeais sur la fiabilité de leurs appareils et m'étais posé la question de que se passera t-il quand il tombera en panne après garantie ? on m'a à l'époque rassuré en me disant que 6 mois après la garantie cela fonctionnerait toujours et à ce jour une nouvelle panne ( oh surprise ! ) j'ai donc contacté le sav qui me dit que mon appareil n'est plus sous garantie et me communique le n° de tél d'un réparateur à mes frais ou une extension de garantie également à mes frais. est-ce une plaisanterie ? pour un appareil déjà réparé 3 fois et pour lequel j'avais demandé un échange que l'on m'a refusé ( car je le répète en panne 1 mois après achat ).je dois vous dire que je ne suis pas prête de recommander cette marque qui a perdu de sa qualité et de son suivi.","['bonjour', 'déçue', 'marque', 'four', 'rosière', 'acheter', 'octobre', '2020', 'modèle', 'rfs82rtin1', 'tomber', 'panne', '4', 'fois', '1', 'mois', 'achat', '3', 'réparation', 'minterrogeer', 'fiabilité', 'appareil', 'métai', 'poser', 'question', 'passer', 'til', 'tomber', 'panne', 'garantie', 'lépoque', 'rassurer', 'dire', '6', 'mois', 'garantie', 'fonctionner', 'jour', 'nouveau', 'pann', 'oh', 'surprise', 'jer', 'contacter', 'sav', 'appareil', 'nest', 'garantie', 'communiquer', 'numéro', 'tél', 'dun', 'réparateur', 'frais', 'extension', 'garantie', 'frais', 'estce', 'plaisanterie', 'appareil', 'réparer', '3', 'fois', 'javai', 'demander', 'échange', 'lon', 'refuser', 'répèt', 'panne', '1', 'mois', 'achat', 'devoir', 'prêt', 'recommander', 'marque', 'perdre', 'qualité', 'suivi']"
ras. la livraison correpond à ma demande,pos,commentaire,ras. la livraison correpond à ma demande,"['rer', 'livraison', 'correpond', 'demande']"
commande effectuée pour un cocktail client avec 1 formule mise en bouche pour 15 + formule dejeuner pour 15 pour près de 1000€ de budget et 560 pièces annoncées. sur le papier cela sonne très largement suffisant pour nourrir 20 personnes au total avec 28 pièces et 67€/pers. nous avons bien été livrés de cela mais c'était de l'ordre d'un apéritif et non pas un déjeuner et nous avons dû aller en urgence acheter des sushis pour que les clients aient un minimum pour déjeuner. la honte...,neg,commentaire,commande effectuée pour un cocktail client avec 1 formule mise en bouche pour 15 + formule dejeuner pour 15 pour près de 1000€ de budget et 560 pièces annoncées. sur le papier cela sonne très largement suffisant pour nourrir 20 personnes au total avec 28 pièces et 67€/pers. nous avons bien été livrés de cela mais c'était de l'ordre d'un apéritif et non pas un déjeuner et nous avons dû aller en urgence acheter des sushis pour que les clients aient un minimum pour déjeuner. la honte...,"['command', 'effectuer', 'cocktail', 'client', '1', 'formule', 'mise', 'bouche', '15', 'formule', 'dejeuner', '15', '1000', 'euro', 'budget', '560', 'pièce', 'annoncer', 'papier', 'sonner', 'largement', 'nourrir', '20', 'personne', 'total', '28', 'pièce', '67€pers', 'bien', 'être', 'livrer', 'céter', 'lordre', 'dun', 'apéritif', 'non', 'déjeuner', 'devoir', 'aller', 'urgence', 'acheter', 'sushi', 'client', 'avoir', 'minimum', 'déjeuner', 'honte']"
"un 0 pointer pour cette boulangerie, ce jour 17 février 2025 à 9h30 , 0 pains au chocolat et 0 croissant !!! c'est une honte quand même...",neg,commentaire,"un 0 pointer pour cette boulangerie, ce jour 17 février 2025 à 9h30 , 0 pains au chocolat et 0 croissant !!! c'est une honte quand même...","['0', 'pointer', 'boulangerie', 'jour', '17', 'février', '2025', '9h30', '0', 'pain', 'chocolat', '0', 'croître', 'cest', 'honte']"
commande fait au mois de juin 2024 nous sommme fin octobre et toujours rien je suppose que c est vraiment de l arnaque après discussion avec une personne au téléphone j ai demandé un remboursement que je n aurais jamais à chaque fois il me repousse il on même pas prix en compte la demande de remboursement la dame me dis je ne sais pas quand vous aurez le remboursement ou votre colie alors attention ne commander plus chez eux je suis très déçu de leur part si je pouvais m'être 0 étoile je le ferai je demande juste ma livraison ou mon remboursement j ai même porté plainte pour arnaque vous devriez faire autant....,neg,commentaire,commande fait au mois de juin 2024 nous sommme fin octobre et toujours rien je suppose que c est vraiment de l arnaque après discussion avec une personne au téléphone j ai demandé un remboursement que je n aurais jamais à chaque fois il me repousse il on même pas prix en compte la demande de remboursement la dame me dis je ne sais pas quand vous aurez le remboursement ou votre colie alors attention ne commander plus chez eux je suis très déçu de leur part si je pouvais m'être 0 étoile je le ferai je demande juste ma livraison ou mon remboursement j ai même porté plainte pour arnaque vous devriez faire autant....,"['commande', 'mois', 'juin', '2024', 'sommme', 'fin', 'octobre', 'rien', 'supposer', 'c', 'vraiment', 'l', 'arnaque', 'discussion', 'téléphone', 'j', 'demander', 'remboursement', 'n', 'avoir', 'jamais', 'fois', 'repousse', 'prix', 'compte', 'demande', 'remboursement', 'dame', 'dire', 'savoir', 'avoir', 'remboursement', 'colie', 'attention', 'commander', 'déçu', 'part', 'pouvoir', 'mêtre', '0', 'étoile', 'ferai', 'demande', 'livraison', 'remboursement', 'j', 'porter', 'plainte', 'arnaque', 'devoir', 'faire', 'autant']"
"je suis déçu, les opercules ne tiennent pas du tout, dosette inutilisable sans opercule. le café est n'est pas asser compacité, jus de chaussette. c'est dommage car la démarche est judicieuse. a retravailler pour améliorer le concept",neg,commentaire,"je suis déçu, les opercules ne tiennent pas du tout, dosette inutilisable sans opercule. le café est n'est pas asser compacité, jus de chaussette. c'est dommage car la démarche est judicieuse. a retravailler pour améliorer le concept","['décevoir', 'opercule', 'tenir', 'dosett', 'inutilisable', 'opercul', 'café', 'nest', 'asser', 'compacité', 'jus', 'chaussette', 'cest', 'dommage', 'démarche', 'judicieux', 'retravailler', 'améliorer', 'concept']"
commande avec instructions bien prises en compte délai respecté compréhension de la situation pour les livraisons emballage sérieux,pos,commentaire,commande avec instructions bien prises en compte délai respecté compréhension de la situation pour les livraisons emballage sérieux,"['commande', 'instruction', 'bien', 'prendre', 'compte', 'délai', 'respecter', 'compréhension', 'situation', 'livraison', 'emballage', 'sérieux']"
j'ai fait mon 1er kéfir grâce aux grains que j'avais demandés et que j'ai reçu contre une participation aux frais d'envoi. j'ai bien réussi à suivre le mode d'emploi et vraiment je suis très satisfaite du résultat. je recommande le site symbiose surtout pour tous les précieux conseils! merci beaucoup,pos,commentaire,j'ai fait mon 1er kéfir grâce aux grains que j'avais demandés et que j'ai reçu contre une participation aux frais d'envoi. j'ai bien réussi à suivre le mode d'emploi et vraiment je suis très satisfaite du résultat. je recommande le site symbiose surtout pour tous les précieux conseils! merci beaucoup,"['jai', 'premier', 'kéfir', 'grâce', 'grain', 'javai', 'demandé', 'jai', 'recevoir', 'contre', 'participation', 'frais', 'denvoi', 'jai', 'bien', 'réussir', 'mode', 'demploi', 'vraiment', 'satisfaire', 'résultat', 'recommander', 'site', 'symbios', 'précieux', 'conseil', 'beaucoup']"
commande soit disant livrée mais je n'ai rien reçu!!!!!!! on m'a prélevée 59.70e... par contre aucune réponse depuis 3 jours à mes réclamations... j'aime vos produits mais c'est une honte votre service après vente!! ou est ma commande? ou avez vous disparu pour ne pas me répondre?????,neg,commentaire,commande soit disant livrée mais je n'ai rien reçu!!!!!!! on m'a prélevée 59.70e... par contre aucune réponse depuis 3 jours à mes réclamations... j'aime vos produits mais c'est une honte votre service après vente!! ou est ma commande? ou avez vous disparu pour ne pas me répondre?????,"['commande', 'dire', 'livrer', 'ner', 'rien', 'recevoir', 'prélevée', '5970e', 'contre', 'aucun', 'réponse', '3', 'jour', 'réclamation', 'jaim', 'produit', 'cest', 'honte', 'service', 'vente', 'commande', 'avoir', 'disparaître', 'répondre']"
rapide-respect du client en un mot pro,pos,commentaire,rapide-respect du client en un mot pro,"['rapiderespect', 'client', 'mot', 'pro']"
je n’ai pas reçu mon colis ...,neg,commentaire,je n’ai pas reçu mon colis ...,"['recevoir', 'colis']"
"grosse arnaque  c’est honteux, comme tout le monde, j’attends depuis + de 3 mois mon remboursement.  je vais porter plainte",neg,commentaire,"grosse arnaque  c’est honteux, comme tout le monde, j’attends depuis + de 3 mois mon remboursement.  je vais porter plainte","['gros', 'arnaque', 'honteux', 'monde', 'attend', '3', 'mois', 'remboursement', 'porter', 'plainte']"
"toujours satisfaite des produits proposés, ils sont de qualité et savoureux.",pos,commentaire,"toujours satisfaite des produits proposés, ils sont de qualité et savoureux.","['satisfaire', 'produit', 'proposer', 'qualité', 'savoureux']"
"les produits sont excellents, c'est pour quoi j'en ai commandé à nouveau. je suis très satisfaite du rapport qualité prix. un bémol cependant : la communication trop légère à mon gout concernant les étapes de préparation et livraison. je reste des semaines entières sans savoir quand va arriver la marchandise...dommage!",pos,commentaire,"les produits sont excellents, c'est pour quoi j'en ai commandé à nouveau. je suis très satisfaite du rapport qualité prix. un bémol cependant : la communication trop légère à mon gout concernant les étapes de préparation et livraison. je reste des semaines entières sans savoir quand va arriver la marchandise...dommage!","['produit', 'excellent', 'cest', 'jen', 'commander', 'satisfaire', 'rapport', 'qualité', 'prix', 'bémol', 'communication', 'trop', 'léger', 'gout', 'étape', 'préparation', 'livraison', 'semaine', 'entière', 'savoir', 'arriver', 'marchandisedommage']"
"j'ai participé au premier atelier de découverte du thé japonais et c'était un véritable plaisir ! j'ai passé un très bon moment. j'ai pu découvrir l'histoire du thé au japon, déguster 4 thés différents d'une grande qualité et en apprendre plus sur les techniques de préparation. je recommande cet atelier :)",pos,commentaire,"j'ai participé au premier atelier de découverte du thé japonais et c'était un véritable plaisir ! j'ai passé un très bon moment. j'ai pu découvrir l'histoire du thé au japon, déguster 4 thés différents d'une grande qualité et en apprendre plus sur les techniques de préparation. je recommande cet atelier :)","['jai', 'participer', 'atelier', 'découverte', 'thé', 'japonais', 'céter', 'véritable', 'plaisir', 'jai', 'passer', 'bon', 'moment', 'jai', 'découvrir', 'lhistoir', 'thé', 'japon', 'déguster', '4', 'thé', 'dun', 'grand', 'qualité', 'apprendre', 'technique', 'préparation', 'recommander', 'atelier']"
"commande pas reçue. aucun avis de passage, aucun appel du transporteur (téléphone pas transmis par vignartea). plutôt que d'essayer de trouver une solution avec le transporteur on me demande de payer à nouveau 24€ pour me faire livrer ma commande, le tout sur un ton tout sauf aimable. service à fuir.",neg,commentaire,"commande pas reçue. aucun avis de passage, aucun appel du transporteur (téléphone pas transmis par vignartea). plutôt que d'essayer de trouver une solution avec le transporteur on me demande de payer à nouveau 24€ pour me faire livrer ma commande, le tout sur un ton tout sauf aimable. service à fuir.","['commande', 'recevoir', 'aucun', 'avis', 'passage', 'aucun', 'appel', 'transporteur', 'téléphone', 'transmettre', 'vignartea', 'dessayer', 'trouver', 'solution', 'transporteur', 'demande', 'payer', '24', 'euro', 'faire', 'livrer', 'commande', 'aimable', 'service', 'fuir']"
"offre intéressante, livraison rapide",pos,commentaire,"offre intéressante, livraison rapide","['offrir', 'intéressant', 'livraison', 'rapide']"
"argent encaissé, commande écrite comme envoyée, mais en réalité non traitée, avec plusieurs versions du pourquoi je ne recevais rien, avant de tomber sur quelqu'un qui me rembourse. geste commercial promis, jamais reçu",neg,commentaire,"argent encaissé, commande écrite comme envoyée, mais en réalité non traitée, avec plusieurs versions du pourquoi je ne recevais rien, avant de tomber sur quelqu'un qui me rembourse. geste commercial promis, jamais reçu","['argent', 'encaisser', 'command', 'écrite', 'envoyer', 'réalité', 'non', 'traiter', 'version', 'recevoir', 'rien', 'tomber', 'quelquun', 'rembourser', 'gest', 'commercial', 'promettre', 'jamais', 'recevoir']"
réponse de 1envie1vin,pos,commentaire,réponse de 1envie1vin,"['réponse', '1envie1vin']"
"bien reçu dans un colis protégé. pas goûté celui-ci, mais un ami m'en avait offert une bouteille. c'était bon. a voir d'ici qqs temps...",pos,commentaire,"bien reçu dans un colis protégé. pas goûté celui-ci, mais un ami m'en avait offert une bouteille. c'était bon. a voir d'ici qqs temps...","['bien', 'recevoir', 'colis', 'protéger', 'goûté', 'celuici', 'ami', 'men', 'offrir', 'bouteill', 'céter', 'bon', 'voir', 'dici', 'qqs', 'temps']"
"rapide , bien emballé..",pos,commentaire,"rapide , bien emballé..","['rapide', 'bien', 'emballer']"
"il faut en boire 5 pour en voir l'effet, la boite de 10 coûte chère pour 2 jours. en plus je n'ai vu aucun effet à part celui de ne plus être constipée",neg,commentaire,"il faut en boire 5 pour en voir l'effet, la boite de 10 coûte chère pour 2 jours. en plus je n'ai vu aucun effet à part celui de ne plus être constipée","['falloir', 'boire', '5', 'voir', 'leffet', 'boite', '10', 'coûter', 'cher', '2', 'jour', 'ner', 'aucun', 'part', 'constiper']"
"top, j’adore leur calendrier de l’avent !",pos,commentaire,"top, j’adore leur calendrier de l’avent !","['top', 'ador', 'calendrier', 'aver']"
"employée fort désagréable chez ange bouliac à la différence des boulangeries ange à begles où les employés sont très accueillants et serviables. je devais récupérer une tarte pour mon anniversaire. la jeune femme m’a dit qu’ils n’étaient pas dans l’obligation de nous en donner alors que je venais de recevoir cette offre via ma carte de fidélité. de surcroît, elle m’a dit de téléphoner chez d’autres ange ! alors que j’habite cérons et que je suis venue au plus près !!! rencontre très désagréable pour mon anniversaire :( je n’y retournerai pas c’est sûr !!!",neg,commentaire,"employée fort désagréable chez ange bouliac à la différence des boulangeries ange à begles où les employés sont très accueillants et serviables. je devais récupérer une tarte pour mon anniversaire. la jeune femme m’a dit qu’ils n’étaient pas dans l’obligation de nous en donner alors que je venais de recevoir cette offre via ma carte de fidélité. de surcroît, elle m’a dit de téléphoner chez d’autres ange ! alors que j’habite cérons et que je suis venue au plus près !!! rencontre très désagréable pour mon anniversaire :( je n’y retournerai pas c’est sûr !!!","['employé', 'fort', 'désagréable', 'ange', 'bouliac', 'différence', 'boulangerie', 'ange', 'begle', 'employé', 'accueillant', 'serviable', 'devoir', 'récupérer', 'tarte', 'anniversaire', 'jeune', 'femme', 'obligation', 'donner', 'venir', 'recevoir', 'offre', 'carte', 'fidélité', 'surcroît', 'téléphoner', 'ange', 'habit', 'céron', 'venir', 'rencontre', 'désagréable', 'anniversaire', 'retourner', 'sûr']"
"super moment idéal pour apprendre mais un peu trop condensé. 5h de cour sans une pause, c est le seul bémol.",pos,commentaire,"super moment idéal pour apprendre mais un peu trop condensé. 5h de cour sans une pause, c est le seul bémol.","['super', 'moment', 'idéal', 'apprendre', 'trop', 'condensé', '5h', 'cour', 'pause', 'c', 'bémol']"
j'ai acheter une caisse de 6 bouteilles de champagne sur amazon dont vous êtes les vendeurs ! au final je me retrouve avec qu'une seul bouteille lol,neg,commentaire,j'ai acheter une caisse de 6 bouteilles de champagne sur amazon dont vous êtes les vendeurs ! au final je me retrouve avec qu'une seul bouteille lol,"['jai', 'acheter', 'caisse', '6', 'bouteille', 'champagne', 'amazon', 'être', 'vendeur', 'final', 'retrouver', 'quune', 'bouteille', 'lol']"
commande réalisé il y a plus de 10 jours et je n'ai aucune nouvelle malgré les différentes relances par email. des problèmes de livraison ou autres peuvent s'entendre sur une petite structure mais le minimum est de répondre aux mails ...,neg,commentaire,commande réalisé il y a plus de 10 jours et je n'ai aucune nouvelle malgré les différentes relances par email. des problèmes de livraison ou autres peuvent s'entendre sur une petite structure mais le minimum est de répondre aux mails ...,"['commande', 'réaliser', '10', 'jour', 'nai', 'aucun', 'nouveau', 'relance', 'e-mail', 'problème', 'livraison', 'sentendre', 'petit', 'structure', 'minimum', 'répondre', 'mail']"
réponse de heritage whisky,neg,commentaire,réponse de heritage whisky,"['réponse', 'heritage', 'whisky']"
super rapide et très soigneusement emballé très contente de mes achats,pos,commentaire,super rapide et très soigneusement emballé très contente de mes achats,"['super', 'rapide', 'soigneusement', 'emballer', 'content', 'achat']"
"la gravure est une vaste fumisterie. pratiquement illisible, c'est minable, dommage!!!!!!",neg,commentaire,"la gravure est une vaste fumisterie. pratiquement illisible, c'est minable, dommage!!!!!!","['gravure', 'vaste', 'fumisterie', 'pratiquement', 'illisible', 'cest', 'minable', 'dommage']"
"commande faite à l’avance pour livraison 20/12/24. colis parti pour le 20/11.. que j’ai pu faire arrêter à temps. un mail me propose une réexpédition à la bonne date, avec des frais d’expédition à ma charge… leur service client réagit et s’engage à l’expédition du colis pour le 20/12 .. nous sommes le 21 et le colis n’est pas livré. j’étais cliente depuis des années. mes prochaines commandes se feront ailleurs. suite et fin: ma commande m’a été remboursée dans des délais corrects après ma dernière réclamation, car cette fois ils avaient oublié de l’expédier….",neg,commentaire,"commande faite à l’avance pour livraison 20/12/24. colis parti pour le 20/11.. que j’ai pu faire arrêter à temps. un mail me propose une réexpédition à la bonne date, avec des frais d’expédition à ma charge… leur service client réagit et s’engage à l’expédition du colis pour le 20/12 .. nous sommes le 21 et le colis n’est pas livré. j’étais cliente depuis des années. mes prochaines commandes se feront ailleurs. suite et fin: ma commande m’a été remboursée dans des délais corrects après ma dernière réclamation, car cette fois ils avaient oublié de l’expédier….","['commande', 'faire', 'avance', 'livraison', '201224', 'colis', 'partir', '2011', 'faire', 'arrêter', 'temps', 'mail', 'proposer', 'réexpédition', 'bon', 'date', 'frais', 'expédition', 'charge', 'service', 'client', 'réagir', 'engager', 'expédition', 'colis', '2012', 'être', '21', 'colis', 'livrer', 'client', 'année', 'prochain', 'commande', 'ailleurs', 'suite', 'fin', 'commande', 'être', 'rembourser', 'délai', 'correct', 'dernier', 'réclamation', 'fois', 'oublier', 'expédier']"
"très bon site, produits en gros mais on peut acheter en petite quantité, bon et pas cher",pos,commentaire,"très bon site, produits en gros mais on peut acheter en petite quantité, bon et pas cher","['bon', 'site', 'produire', 'gros', 'acheter', 'petit', 'quantité', 'bon', 'cher']"
"comme toujours, envoi rapide, protection parfaite des articles, réception facile, qualité des articles",pos,commentaire,"comme toujours, envoi rapide, protection parfaite des articles, réception facile, qualité des articles","['envoi', 'rapide', 'protection', 'parfait', 'article', 'réception', 'facile', 'qualité', 'article']"
"bonjour. satisfait, site très sérieux je recommande",pos,commentaire,"bonjour. satisfait, site très sérieux je recommande","['bonjour', 'satisfait', 'site', 'sérieux', 'recommander']"
"je recommande cannacie, pour une qualité de produit constante, et une livraison rapide.",pos,commentaire,"je recommande cannacie, pour une qualité de produit constante, et une livraison rapide.","['recommander', 'cannacie', 'qualité', 'produit', 'constant', 'livraison', 'rapide']"
"commande passée au mois de mai dur ventes privées, et toujours pas de livraison.... pas de réponses aux mails envoyés, et quand j'ai (enfin) pu joindre le gérant par téléphone cet été, j'ai eu un beau blabla qui disait qu'on serait livré fin septembre. mais toujours rien bien entendu ! en résumé ils sont incapables de gérer leur entreprise et d'en assurer la bonne livraison de leurs vins en temps et en heure. on tolère un problème de transport et un retard de livraison, mais a 5 mois de retard, ce n'est plus vrmt un imprévu, mais un manque de gestion !",neg,commentaire,"commande passée au mois de mai dur ventes privées, et toujours pas de livraison.... pas de réponses aux mails envoyés, et quand j'ai (enfin) pu joindre le gérant par téléphone cet été, j'ai eu un beau blabla qui disait qu'on serait livré fin septembre. mais toujours rien bien entendu ! en résumé ils sont incapables de gérer leur entreprise et d'en assurer la bonne livraison de leurs vins en temps et en heure. on tolère un problème de transport et un retard de livraison, mais a 5 mois de retard, ce n'est plus vrmt un imprévu, mais un manque de gestion !","['command', 'passer', 'mois', 'mai', 'dur', 'vente', 'privé', 'livraison', 'réponse', 'mail', 'envoyer', 'jai', 'joindre', 'gérant', 'téléphone', 'être', 'jer', 'beau', 'blabla', 'dire', 'quon', 'livrer', 'fin', 'septembre', 'rien', 'bien', 'entendre', 'résumé', 'incapable', 'gérer', 'entreprise', 'den', 'assurer', 'bon', 'livraison', 'vin', 'temps', 'heure', 'tolérer', 'problème', 'transport', 'retard', 'livraison', '5', 'mois', 'retard', 'nest', 'vrmt', 'imprévu', 'manque', 'gestion']"
j’ai commandé le passionné et le maradona. les parfums sont incroyables. ils tiennent tout au long de la journée et sur les vêtements. mon coup de cœur est le passionnée il mûrit au fil de la journée et son odeur rare agréable et envoûtante.,pos,commentaire,j’ai commandé le passionné et le maradona. les parfums sont incroyables. ils tiennent tout au long de la journée et sur les vêtements. mon coup de cœur est le passionnée il mûrit au fil de la journée et son odeur rare agréable et envoûtante.,"['commander', 'passionné', 'maradona', 'parfum', 'incroyable', 'tenir', 'long', 'journée', 'vêtement', 'coup', 'cœur', 'passionner', 'mûrir', 'fil', 'journée', 'odeur', 'rare', 'agréable', 'envoûtant']"
"parfait, site web très clair, livraison efficace, produits excellents",pos,commentaire,"parfait, site web très clair, livraison efficace, produits excellents","['parfaire', 'site', 'web', 'clair', 'livraison', 'efficace', 'produit', 'excellent']"
"c'est devenu un site de pub, impossible de lire une recette. a éviter.",neg,commentaire,"c'est devenu un site de pub, impossible de lire une recette. a éviter.","['cest', 'devenir', 'site', 'pub', 'impossible', 'lire', 'recette', 'éviter']"
"une vraie surprise ! délicieux, sans côté sucré, pétillant à souhait ! plus d’une personne s’est cassée le nez !",pos,commentaire,"une vraie surprise ! délicieux, sans côté sucré, pétillant à souhait ! plus d’une personne s’est cassée le nez !","['vraie', 'surprise', 'délicieux', 'côté', 'sucrer', 'pétiller', 'souhait', 'casser', 'nez']"
"ce jour goûter boulangerie paul euralille. un manque de service, manque de formation. pourtant personne a l accueil aimable. lorsque l'on demande la composition de la salade de fruits on nous réponds je crois qu il y a ... lorsque l'on rapporte la commande il manque la gouffre et le café tout ceci arrive 8 minutes après. le café moka ,la serveuse pas sur que c est un moka. il manque de la formation..je me permets de le dire car j ai été responsable séminaire durant 20 ans chez accor mer cure lille aéroport. bonne journée",neg,commentaire,"ce jour goûter boulangerie paul euralille. un manque de service, manque de formation. pourtant personne a l accueil aimable. lorsque l'on demande la composition de la salade de fruits on nous réponds je crois qu il y a ... lorsque l'on rapporte la commande il manque la gouffre et le café tout ceci arrive 8 minutes après. le café moka ,la serveuse pas sur que c est un moka. il manque de la formation..je me permets de le dire car j ai été responsable séminaire durant 20 ans chez accor mer cure lille aéroport. bonne journée","['jour', 'goûter', 'boulangerie', 'paul', 'euralille', 'manque', 'service', 'manqu', 'formation', 'pourtant', 'l', 'accueil', 'aimable', 'lon', 'demande', 'composition', 'salade', 'fruit', 'répond', 'croire', 'qu', 'lon', 'rapporte', 'commande', 'manque', 'gouffre', 'café', 'arriver', '8', 'minute', 'café', 'moker', 'serveur', 'c', 'moka', 'manque', 'formationje', 'permet', 'j', 'être', 'responsable', 'séminair', '20', 'an', 'accor', 'mer', 'cure', 'lill', 'aéroport', 'bon', 'journée']"
"large choix en amont. la prestation a répondu aux attentes. interlocuteur sympathique et compréhensif, fort de conseils. livraison conforme et dans les temps.",pos,commentaire,"large choix en amont. la prestation a répondu aux attentes. interlocuteur sympathique et compréhensif, fort de conseils. livraison conforme et dans les temps.","['large', 'choix', 'amont', 'prestation', 'répondre', 'attente', 'interlocuteur', 'sympathique', 'compréhensif', 'fort', 'conseil', 'livraison', 'conforme', 'temps']"
"avant nuoro, je prenais plusieurs compléments (vitamines, probiotiques, etc.), ce qui était contraignant au quotidien. depuis que j’ai commencé, tout est regroupé en un seul sachet, c’est beaucoup plus simple. j’ai surtout remarqué une vraie amélioration de ma digestion au bout d’une semaine, et j’ai plus d’énergie tout au long de la journée. je me sens globalement mieux, moins fatigué et plus concentré.” merciii",pos,commentaire,"avant nuoro, je prenais plusieurs compléments (vitamines, probiotiques, etc.), ce qui était contraignant au quotidien. depuis que j’ai commencé, tout est regroupé en un seul sachet, c’est beaucoup plus simple. j’ai surtout remarqué une vraie amélioration de ma digestion au bout d’une semaine, et j’ai plus d’énergie tout au long de la journée. je me sens globalement mieux, moins fatigué et plus concentré.” merciii","['nuoro', 'prendre', 'complément', 'vitamine', 'probiotique', 'contraindre', 'quotidien', 'commencer', 'regrouper', 'sachet', 'beaucoup', 'simple', 'remarquer', 'vraie', 'amélioration', 'digestion', 'bout', 'semaine', 'énergie', 'long', 'journée', 'sentir', 'globalement', 'mieux', 'fatigué', 'concentré', 'merciii']"
"satisfait du produit commandé "" très bon chocolat "" satisfait aussi du service de commande et d'expédition .bonne expérience",pos,commentaire,"satisfait du produit commandé "" très bon chocolat "" satisfait aussi du service de commande et d'expédition .bonne expérience","['satisfait', 'produit', 'commander', 'bon', 'chocolat', 'satisfaire', 'service', 'commande', 'dexpédition', 'bon', 'expérience']"
"service de qualité. suivi de commande au top, colis bien conditionné. je recommande",pos,commentaire,"service de qualité. suivi de commande au top, colis bien conditionné. je recommande","['service', 'qualité', 'suivre', 'commande', 'top', 'colis', 'bien', 'conditionner', 'recommander']"
excellente qualité et un large choix de thés et infusions délicieux.,pos,commentaire,excellente qualité et un large choix de thés et infusions délicieux.,"['excellent', 'qualité', 'large', 'choix', 'thé', 'infusion', 'délicieux']"
"nacer, le livreur est très agréable et arrangeant et toujours souriant.",pos,commentaire,"nacer, le livreur est très agréable et arrangeant et toujours souriant.","['nacer', 'livreur', 'agréable', 'arranger', 'sourire']"
"arrivée rapide et soignée, bonne qualité des produits",pos,commentaire,"arrivée rapide et soignée, bonne qualité des produits","['arrivée', 'rapide', 'soigner', 'bon', 'qualité', 'produit']"
"le gaulois: élevage intensif, volaille industrielle, 22 poulets de 2 kg au mètre carrés. ils ont aucun espace pour vivre. inadmissible",neg,commentaire,"le gaulois: élevage intensif, volaille industrielle, 22 poulets de 2 kg au mètre carrés. ils ont aucun espace pour vivre. inadmissible","['gaulois', 'élevag', 'intensif', 'volaill', 'industriel', '22', 'poulet', '2', 'kilogramme', 'mètre', 'carré', 'aucun', 'espace', 'vivre', 'inadmissible']"
